ref_id,block_id,field_name,match_type,context_snippet,is_risk
07c52a17727cfa08899a9e0943e4cc05,bde46a25f999b10c910711c162c8d795,tickets_first_30_days,var_alias (catalog_item),catalog_item.tickets_first_30_days,False
a129ce073c6396371bdce30ab7f94707,bde46a25f999b10c910711c162c8d795,account_segment,var_alias (catalog_item),catalog_item.account_segment,False
0780aab96f9f936810a03c84de5f45bf,bde46a25f999b10c910711c162c8d795,go_live_date,var_alias (catalog_item),catalog_item.go_live_date,False
52276fd2107f1defa873a3a6e8d6f0f4,7c5063232f9828a98b1efecb80fc01fe,go_live_date,var_alias (catalog_item),catalog_item.go_live_date,False
52276fd2107f1defa873a3a6e8d6f0f4,7c5063232f9828a98b1efecb80fc01fe,go_live_date,var_alias (catalog_item),catalog_item.go_live_date,False
39ca8eaab5bfd3c63c42e936bfedefc1,7c5063232f9828a98b1efecb80fc01fe,tickets_first_30_days,var_alias (catalog_item),catalog_item.tickets_first_30_days,False
65f075190b0f8dcaebeb37b8581f646c,7c5063232f9828a98b1efecb80fc01fe,account_segment,var_alias (catalog_item),catalog_item.account_segment,False
52276fd2107f1defa873a3a6e8d6f0f4,7c5063232f9828a98b1efecb80fc01fe,go_live_date,var_alias (catalog_item),catalog_item.go_live_date,False
d4ae0850642b400e0dc575f9da2ab203,d84bb941579ef3dea5f0154f58fbe97a,go_live_date,var_alias (catalog_item),catalog_item.go_live_date,False
d4ae0850642b400e0dc575f9da2ab203,d84bb941579ef3dea5f0154f58fbe97a,go_live_date,var_alias (catalog_item),catalog_item.go_live_date,False
7d2a5e19f4f87a6d23507cdad51227a1,d84bb941579ef3dea5f0154f58fbe97a,tickets_first_30_days,var_alias (catalog_item),catalog_item.tickets_first_30_days,False
df73f17a138e87d6f3fc7b81339e6a7a,d84bb941579ef3dea5f0154f58fbe97a,account_segment,var_alias (catalog_item),catalog_item.account_segment,False
d4ae0850642b400e0dc575f9da2ab203,d84bb941579ef3dea5f0154f58fbe97a,go_live_date,var_alias (catalog_item),catalog_item.go_live_date,False
769499d2efee040ca1db1dc590d2669a,361b67de4600dfa9e9476379cca27cc6,go_live_date,var_alias (catalog_item),catalog_item.go_live_date,False
769499d2efee040ca1db1dc590d2669a,361b67de4600dfa9e9476379cca27cc6,go_live_date,var_alias (catalog_item),catalog_item.go_live_date,False
ce97008454a1edd666f98c6ec89c9fe7,361b67de4600dfa9e9476379cca27cc6,tickets_last_30_days,var_alias (catalog_item),catalog_item.tickets_last_30_days,False
34279f5dc759db5e779fd7d8597b434f,361b67de4600dfa9e9476379cca27cc6,account_segment,var_alias (catalog_item),catalog_item.account_segment,False
769499d2efee040ca1db1dc590d2669a,361b67de4600dfa9e9476379cca27cc6,go_live_date,var_alias (catalog_item),catalog_item.go_live_date,False
769499d2efee040ca1db1dc590d2669a,361b67de4600dfa9e9476379cca27cc6,go_live_date,var_alias (catalog_item),catalog_item.go_live_date,False
c933ade2eb5e187427407928083604b3,c03fb00514be23a4a631032f10a39aeb,location_guid,where_clause,"where: ""location_guid""",True
253fd07013dbd34bd4ae9899dbe02605,6e644063498af65819cf8b6ae4022a28,location_guid,where_clause,"where: ""location_guid""",True
2c75a26bad4e45f198d3d89604f389c8,2fba6a83c7201a7cacccc1ced48c399c,go_live_date,var_alias (catalog_item),catalog_item.go_live_date,False
2c75a26bad4e45f198d3d89604f389c8,2fba6a83c7201a7cacccc1ced48c399c,go_live_date,var_alias (catalog_item),catalog_item.go_live_date,False
